0	-2.20876615e-10	-9.92935616e-10	-2.87243423e-10	0	-3.97993437e-10	0	9.825641e-10	-1.10231256e-09	0	1.02216245e-09	0	-3.09446686e-10	0	-4.00650394e-10	0	-1.64780698e-11	0	2.8626589e-11	0	2.34566847e-10	-5.11161254e-10	-7.39065391e-10	-1.71435632e-09	0	-3.22558381e-10	0	-1.35970782e-09	4.24126741e-10	0	4.19494963e-10	0	-8.76974118e-10	0	3.84344894e-10	0	-2.68655584e-10	-1.36235124e-10	0	1.33023375e-10	0	-5.97480725e-11	0	3.26046299e-12	0	1.21205855e-11	0	8.84902985e-11	0	-5.52133591e-11	0	1.79281395e-10	0	-4.01039885e-10	0	-2.56244775e-10	0	-9.740540299999999e-10	2.58558344e-10	-2.30807091e-12	0	-5.99112627e-12	0	1.38807362e-10	-1.40363027e-10	0	-5.32007756e-12	0	-1.20378689e-10	0	-3.24127398e-11	0	7.21689649e-11	2.1482625e-11	0	2.99545154e-11	0	-2.65392352e-11	0	-8.87302754e-11	0	4.36938281e-11	0	2.41714845e-10	0	-8.621397870000001e-11	0	-2.18759246e-10	0	2.15413459e-10	0	-1.12334101e-10	0	-2.50829978e-10
0	-546750	-1913625	0	0	-364500	0	1275750	0	0	637875	0	-318937.5	0	637875	0	-318937.5	0	-364500	0	1275750	0	-455625	-1594687.5	0	-182250	0	-1275750	0	0	182250	0	-637875	0	182250	0	-182250	0	0	45562.5	0	-22781.25	0	45562.5	0	-22781.25	0	182250	0	-182250	0	182250	0	-637875	0	-182250	0	-1275750	-455625	-1594687.5	0	182250	0	1275750	0	0	182250	0	-637875	0	-182250	0	182250	0	0	45562.5	0	-22781.25	0	45562.5	0	-22781.25	0	-182250	0	182250	0	182250	0	-637875	0	182250	0	1275750
0	0	0	0	-2.24528e-10	0	-7.69099152e-10	0	0	-1.13442172e-09	0	5.25694445e-10	0	-7.54829557e-10	0	3.28717587e-11	0	-1.05720735e-10	0	1.39123127e-10	0	0	0	0	6.00763024e-10	0	6.14930361e-10	0	0	2.55499089e-10	0	7.70083591e-10	0	-2.59932939e-10	0	3.43485939e-10	0	0	-1.67515356e-10	0	7.89232106e-11	0	5.11733125e-12	0	-1.64187073e-11	0	3.67965702e-11	0	-1.07023821e-10	0	-7.05713745e-11	0	-3.73150441e-10	0	-3.69525407e-10	0	-4.49420486e-10	0	0	0	1.7241558e-10	0	-3.03144868e-11	0	0	-7.03444203e-11	0	2.72364665e-11	0	-3.8259181e-13	0	-7.01358338e-11	0	0	1.85312175e-11	0	2.83084921e-11	0	-1.06955402e-10	0	4.35544198e-11	0	2.23150365e-10	0	-1.40437001e-10	0	1.65545736e-10	0	2.72199013e-10	0	-4.11770401e-10	0	-1.52669912e-10	0
0	0	1.01581621e-09	-9.791656999999999e-11	0	0	0	-1.00026104e-09	-3.64951387e-10	0	0	0	3.04305165e-10	0	0	0	2.72607587e-11	0	0	0	-2.8495193e-10	-1.69461637e-10	0	1.73945781e-09	0	0	0	1.35864841e-09	1.4213088e-10	0	0	0	8.99918026e-10	0	0	0	2.75422888e-10	-4.46939267e-11	0	0	0	6.235169930000001e-11	0	0	0	-4.65554989e-12	0	0	0	7.41169426e-11	0	0	0	4.05258772e-10	0	0	0	9.48943154e-10	0	-1.54368011e-11	0	0	0	-1.28579279e-10	-4.99642205e-11	0	0	0	1.24701483e-10	0	0	0	-7.89892154e-11	6.93697786e-12	0	0	0	2.50592294e-11	0	0	0	-4.28314117e-11	0	0	0	8.18156773e-11	0	0	0	-1.76373792e-10	0	0	0	2.32303323e-10
0	0	0	0	-182250	0	-1275750	0	0	-637875	0	637875	0	637875	0	-637875	0	182250	0	1275750	0	0	0	0	273375	0	637875	0	0	91125	0	637875	0	-91125	0	273375	0	0	-45562.5	0	45562.5	0	45562.5	0	-45562.5	0	91125	0	-273375	0	-91125	0	-637875	0	-273375	0	-637875	0	0	0	-273375	0	-637875	0	0	91125	0	637875	0	91125	0	-273375	0	0	-45562.5	0	45562.5	0	45562.5	0	-45562.5	0	-91125	0	273375	0	-91125	0	-637875	0	273375	0	637875	0
0	2.72621037e-10	0	3.64073843e-10	0	3.74702939e-10	0	0	1.36750189e-09	0	-9.840533869999999e-10	0	0	0	3.5260216e-10	0	0	0	-2.76447222e-11	0	0	5.76491472e-10	7.27568082e-10	0	0	2.84415656e-10	0	0	-5.81124049e-10	0	-3.84134084e-10	0	0	0	-4.00423538e-10	0	0	1.85125257e-10	0	-1.38956657e-10	0	0	0	-1.61188537e-12	0	0	0	-9.36645917e-11	0	0	0	-1.60055598e-10	0	0	0	2.02127897e-10	0	0	-2.57867417e-10	0	0	5.96466273e-11	0	0	2.02980521e-10	0	6.07737752e-12	0	0	0	3.565956e-11	0	0	-2.29910051e-11	0	-1.85035597e-11	0	0	0	7.72700332e-11	0	0	0	-2.27859588e-10	0	0	0	2.29821209e-10	0	0	0	1.47985466e-10	0	0
0	0	1.01581621e-09	-9.791656999999999e-11	0	0	0	-1.00026104e-09	-3.64951387e-10	0	0	0	3.04305165e-10	0	0	0	2.72607587e-11	0	0	0	-2.8495193e-10	-1.69461637e-10	0	1.73945781e-09	0	0	0	1.35864841e-09	1.4213088e-10	0	0	0	8.99918026e-10	0	0	0	2.75422888e-10	-4.46939267e-11	0	0	0	6.235169930000001e-11	0	0	0	-4.65554989e-12	0	0	0	7.41169426e-11	0	0	0	4.05258772e-10	0	0	0	9.48943154e-10	0	-1.54368011e-11	0	0	0	-1.28579279e-10	-4.99642205e-11	0	0	0	1.24701483e-10	0	0	0	-7.89892154e-11	6.93697786e-12	0	0	0	2.50592294e-11	0	0	0	-4.28314117e-11	0	0	0	8.18156773e-11	0	0	0	-1.76373792e-10	0	0	0	2.32303323e-10
0	0	0	0	-182250	0	-1275750	0	0	-637875	0	637875	0	637875	0	-637875	0	182250	0	1275750	0	0	0	0	273375	0	637875	0	0	91125	0	637875	0	-91125	0	273375	0	0	-45562.5	0	45562.5	0	45562.5	0	-45562.5	0	91125	0	-273375	0	-91125	0	-637875	0	-273375	0	-637875	0	0	0	-273375	0	-637875	0	0	91125	0	637875	0	91125	0	-273375	0	0	-45562.5	0	45562.5	0	45562.5	0	-45562.5	0	-91125	0	273375	0	-91125	0	-637875	0	273375	0	637875	0
0	2.72621037e-10	0	3.64073843e-10	0	3.74702939e-10	0	0	1.36750189e-09	0	-9.840533869999999e-10	0	0	0	3.5260216e-10	0	0	0	-2.76447222e-11	0	0	5.76491472e-10	7.27568082e-10	0	0	2.84415656e-10	0	0	-5.81124049e-10	0	-3.84134084e-10	0	0	0	-4.00423538e-10	0	0	1.85125257e-10	0	-1.38956657e-10	0	0	0	-1.61188537e-12	0	0	0	-9.36645917e-11	0	0	0	-1.60055598e-10	0	0	0	2.02127897e-10	0	0	-2.57867417e-10	0	0	5.96466273e-11	0	0	2.02980521e-10	0	6.07737752e-12	0	0	0	3.565956e-11	0	0	-2.29910051e-11	0	-1.85035597e-11	0	0	0	7.72700332e-11	0	0	0	-2.27859588e-10	0	0	0	2.29821209e-10	0	0	0	1.47985466e-10	0	0
0	-546750	1913625	0	0	-364500	0	-1275750	0	0	637875	0	318937.5	0	637875	0	318937.5	0	-364500	0	-1275750	0	-455625	1594687.5	0	-182250	0	1275750	0	0	182250	0	637875	0	182250	0	182250	0	0	45562.5	0	22781.25	0	45562.5	0	22781.25	0	182250	0	182250	0	182250	0	637875	0	-182250	0	1275750	-455625	1594687.5	0	182250	0	-1275750	0	0	182250	0	637875	0	-182250	0	-182250	0	0	45562.5	0	22781.25	0	45562.5	0	22781.25	0	-182250	0	-182250	0	182250	0	637875	0	182250	0	-1275750
